post_link,title,date_posted,posted_by,description,image_url,is_event,event_type,event_date,event_time,event_location,is_food,food_type
['https://edstem.org/us/courses/28200/discussion/3390427'],['No office hour today ( 9/6/23) #169'],['06-Sep-2023 15:21:13.893000Z'],['Hanh Tran'],"['Hi everyone, \nOur peer advisor, Leo Villani, will not be available for his scheduled office hours at 2 p.m. today. However, the rest of the team will still be available for office hours for the remainder of the week. We apologize for any inconvenience this may cause and thank you for your understanding.\n Sincerely, \nPeer Advising Team']",[None],FALSE,None,06-Sep-2023,02:00 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/3085311'],"[""Peer Advisor's Blog: Staying Locked in During Finals #138""]",['06-May-2023 20:11:33.748000Z'],['Daniel Tsan'],"['Hello everyone,\nWelcome back to another Peer Advising Blog! Just a quick reminder that there are NO office hours next week due to finals, but you are more than happy to email us with any questions that you have. This will be our final blog of the semester, so we just want to thank everyone who\'s read these blogs over the semester and supported our team in all various ways. We really appreciate all the support and we\'re going to come back next semester with more events, content, and (of course) advising.\nToday\'s topic is something that I think we all feel at some point in the semester, but it feels the absolute worst when it hits right before exam season. Burnout is when one has overexerted themselves mentally and physically to the point where they feel demotivated to accomplish anything that they need to do. Sound familiar? It\'s been a really long semester with lots of obstacles, but we\'re almost at the finish line! Today, I\'m going to share some pieces of advice that will hopefully help you stay strong and locked in to make it to that finish line.\n1. Plan beforehand how you\'re going to approach your study time.\nThis seems a bit late to implement now, but it\'s actually never too late to have a productive study session. When you plan out what exactly you want to study, what topics you want to hit, and for how long you want to study, it streamlines your study time and gets rid of that unproductive time when you\'re thinking about what to study next. When someone goes to the gym, they\'ll be a lot more efficient with their time if they know their workout (what machines they want to use, their sets, etc). Similarly, we want to be efficient with our time by pre-planning our study sessions before we hit the ""gym"" (your room, a library, a cafe). A lot of burnout is a result of feeling like a single task is taking way too long. When we\'re more efficient with our study time, it\'ll lead to us feeling like we\'ve gotten more done within less time, thus reducing burnout. \nEx. Let\'s say I want to study both Math 113 and CS 170 today. I\'m going to plan to hit Math 113 for 2 hours, and then CS 170 for 3 hours. For the two hours of Math 113, I\'ll spend the first hour reviewing Chapter 5 (Fields) and the second hour going through the Final Review. At this point, I can take a break for food or whatever I want. For the first hour of CS 170, I\'ll review the final section (Approximating Algorithms). In the second hour, I\'ll read through the review slides from the review sessions. I can take another (smaller) break at this point. Afterward, I\'ll work through 1 or 2 previous finals for my final hour of CS 170. \n2. Integrate break time and rest time into your study schedule.\nThis is something that I still struggle with. Rest is SO IMPORTANT to studying. Not only are you giving yourself a break from intense studying (which can be stressful), but you\'re giving your mind time to digest what you\'ve studied and create connections between what you\'ve learned. Rather than saying you\'ll take a break when you\'re all done with studying, try and take a break at a nice checkpoint in your studying (lunchtime, dinnertime, end of a chapter, etc). You\'ll see that you can study for a longer time with more productivity when you put breaks into your study schedule. \nEx. I want to study for at least 5 hours today. I can implement breaks in two ways. Either, I can hit larger chunks of studying (like the first example that I described), or I can integrate smaller breaks at a higher frequency. For example, instead of taking a long break after every two hours, I can take a 15-minute break after every 45 minutes of studying (sound familiar?). Either of these strategies is valid and it\'s up to the preference of the student.\n3. Find a form of motivation that will keep you locked in.\nThis piece of advice is very generalized, but I think it\'s worth mentioning. Sometimes, finding something that is inspiring or motivating can really help you push through a stressful time. Rather than trying to explain it in general, I will share an example.\nEx. I\'m a huge Golden State Warriors fan. Right now, the Warriors are competing against the Los Angeles Lakers in the Western Conference Semifinals of the NBA Playoffs. It\'s a really stressful and competitive time for these teams. However, my team is still going out every game and putting on a show. We can\'t even see the extent of their practice, but we can only imagine how much work they\'re putting in to perform at such a high level on a high-stakes stage. To me, this is extremely inspiring. I\'ve been telling myself this week, ""If Steph Curry is getting to work, I should get to work too"". Of course, we\'re students at UC Berkeley and Steph is the best shooter to ever touch a basketball, so there\'s a bit of adjustment when it comes to what ""work"" looks like. However, it\'s the spirit and motivation that matters, and seeing my team put in the work to perform makes me want to put in the work so I can perform during finals week. This can apply to anything you want to think about, it doesn\'t have to be about an athlete that you admire. Motivation could come from looking forward to your fun summer trip with friends or that Twice concert that you just can\'t wait to go to in June. Regardless, it\'s really helpful to find something to look forward to or look up to.\n4. A change in scenery\nThe final piece of advice! Don\'t stay stuck in one single room while you\'re studying, even if it is your favorite place to study. A nice change in environment will force you to go outside and t̶o̶u̶c̶h̶ ̶g̶r̶a̶s̶s̶ get some fresh air. It\'ll also force you to keep better track of time instead of letting the hours fly away from you. Are you always studying at Moffitt? Perhaps choose to study in the East Asian Library next time or the Music Library or even the study room in the Physics building (I just learned about this space yesterday). The important thing is that you\'re actively choosing a different place to study, which can help you stay focused and stay locked in. Staring at something else than your usual wall or ceiling can really help turn those brain cogs. \nConclusion\nBurnout and feeling demotivated suck. It\'s also really difficult to avoid at times, considering how academically rigorous and busy Berkeley can be. That is why it\'s crucial to find ways to combat it. Plan ahead, give yourself rest, rediscover motivation, and consider switching up your study environment. I hope these pointers can make your study sessions for finals more effective, but also easier for you.\nThat\'s all for this blog! I want to thank you all again for your support on these blogs and everything else that the Math Peer Advising team does. Huge shoutout to our head advisor Hanh for being a great leader of our team this semester, and congrats to our seniors Vanessa and Sophia as they graduate and move onto the workplace!\nBest of luck to you all on finals! Stay LOCKED IN!!\n~ Daniel']",[None],FALSE,None,06-May-2023,08:11 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2986744'],"[""Peer Advisor's Blog: Algebra #126""]",['20-Apr-2023 17:48:35.008000Z'],['Vanessa Li'],"[""Follow us @mathpeeradvising on Instagram for information on all math peer advising events and general advice for math majors.\n---\nI really enjoyed taking Math 113. For those of you who haven't taken the class, here are some fun things to look forward to:\nAbstract algebra, the topic covered in 113m is a branch of mathematics that studies algebraic structures such as groups, rings, and fields. It is a fascinating field of study that has applications in many different areas of mathematics and beyond. In this blog post, we will introduce some interesting concepts in abstract algebra that are both important and useful.\nGroup Theory\nGroup theory is one of the central concepts in abstract algebra. A group is a set equipped with a binary operation that satisfies four properties: closure, associativity, identity, and inverse. The binary operation is usually denoted by a multiplication symbol, but it need not be actual multiplication. The elements of a group can be anything, as long as the four properties hold.\nGroups are used to study symmetry, and they have applications in physics, chemistry, and computer science. For example, the Rubik's cube can be understood as a group of permutations, where each turn corresponds to a different permutation of the cube's pieces. Group theory is also used in cryptography to ensure the security of communications.\nRing Theory\nRing theory is another important concept in abstract algebra. A ring is a set equipped with two binary operations: addition and multiplication. The addition operation satisfies the usual properties of addition, such as commutativity and associativity, while the multiplication operation satisfies the distributive property.\nRings are used to study algebraic structures that are not groups. For example, the set of integers is a ring, but it is not a group under multiplication. Ring theory has applications in number theory, coding theory, and cryptography.\nField Theory\nField theory is a more advanced concept in abstract algebra. A field is a set equipped with two binary operations: addition and multiplication, such that the set is a commutative ring under both operations and every nonzero element has a multiplicative inverse.\nFields are used to study algebraic structures that are not rings. For example, the set of real numbers is a field, but the set of integers is not. Field theory has applications in algebraic geometry, number theory, and cryptography.""]",[None],FALSE,None,20-Apr-2023,05:48 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2614318'],"[""Peer Advisor's Blog: Staying Motivated #85""]",['17-Feb-2023 22:22:34.803000Z'],['Isabella Arcoleo'],"[""Happy Friday! I hope everyone had a good Valentine's day. In the spirit of love, here are some ideas for how to romanticize the math major (or how to stay motivated). Obviously these might not all work for everyone, but hopefully they can be a starting point if you’re feeling unmotivated. \nGo to libraries\nStudying in a beautiful library, or the Evans library, always makes me feel more productive and helps me get into the flow of working. The important part is getting out of your room. Studying for hours at a time in your room can feel isolating and decrease your motivation. A change of environment can help you start thinking differently, and some people find being surrounded by others who are working hard can motivate them to work hard as well.\nExercise\nExercise, even in the form of a walk or stretching, can provide your brain with a much needed break, and can re-energize you for some more studying afterwards. It doesn’t have to be a time consuming activity, just get your body moving for a few minutes every so often and avoid long stretches of being completely sedentary if you’re able to. \nGo to lecture\nI personally really enjoy going to lecture and find myself a lot more motivated to do problems if I see the topics introduced in class. Especially if you get behind in a class, going to lecture at least ensures that you’re being introduced to the current topics \nStudy with a friend/in a group\nWorking with other people is fun and a good way to make sure you understand the content, since you’ll have to explain your reasoning to other people. It’s also just nice to be able to talk about something that you like with other people who share experiences with you. \nSome other quick ideas:\nWrite on a whiteboard or chalkboard instead of on paper\nDo a bit of math reading outside of class, remind yourself what else is out there\nWatch Good Will Hunting - remind yourself that other people think math is cool too\nGet involved! Go to clubs\nOffice Hours\nMondays:\n9:30-10:30 AM (Leo)\nTuesdays:\n2-3 PM (Daniel)\nWednesdays:\n3-4 PM (Isabella)\nThursdays:\n10-11 AM (Sophia), 2-3 PM (Vanessa)""]",[None],FALSE,None,17-Feb-2023,None,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2356056'],['Get involved as a Math Department Peer Advisor! #60'],['22-Dec-2022 19:33:56.609000Z'],['Hanh Tran'],"['Greetings!\nWe are looking for two additional math students to join our team in Spring 2023. This is an excellent opportunity to become a team member and contribute positively to the Berkeley math community. Please click here for the position description. \nYou can send your resume and a brief statement of interest (no more than a paragraph) to hanhmtran@berkeley.edu if you are interested in serving as a Berkeley Math Peer Advisor. We anticipate contacting candidates at the beginning of January for a brief interview (although this schedule is subject to change). If you have questions, please do not hesitate to contact me.  Have a wonderful winter break!\nSincerely, \nHanh ']",[None],FALSE,Not Applicable,22-Dec-2022,Not Applicable,Not Specified,FALSE,Not Specified
['https://edstem.org/us/courses/28200/discussion/2249100'],['Peer Advisors PODCAST! #50'],['02-Dec-2022 07:03:07.167000Z'],['Rhea Kommerell'],"[""Hi besties!!! I am so excited to announce the first episode of the Peer Advisors Podcast, Dear My First Year Self. We talk for an hour - yes, an hour! - about advice and experiences we would share with our former self. There's a section about effective study habits in there, which should come in handy in the upcoming weeks, and lots of other fun stuff. We hope you enjoy and learn something! <3\nGive it a listen on Spotify: https://open.spotify.com/show/433CgLExJN6r75mteRrNAY\nAnd let us know what you think!""]",[None],FALSE,Not Applicable,02-Dec-2022,07:03 AM,Not Specified,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2194321'],['Peer Advisors’ Blog: Scratching Your Head Over Upper Division Math? #42'],['21-Nov-2022 05:51:19.113000Z'],['Druv Punjabi'],"['Most of you have heard that upper division math classes are more “rigorous” and focus much more on “writing proofs” than lower division classes. Here I’ll try to elaborate on what this means for those of you who haven’t yet taken an upper division class and don’t know what to expect (or perhaps are taking your first right now). \nIn Math 1A (or high school), for instance, we learned several tricks for finding the limits of sequences or functions. Consider the sine function. You can easily tell it doesn’t converge by graphing it and noticing it oscillates up and down forever. But that’s just intuitive reasoning. How do we guarantee it doesn’t converge without a shred of a doubt? That’s the essential idea of a formal proof. (In this case, you would do a proof by contradiction.)\nYour 1A professor might have explained the epsilon definition of a limit and have you do a few problems related to it on your homework. But Math 104 (real analysis) is where this definition really comes alive. Epsilon and epsilon-delta definitions lay the groundwork for the class and starting from just these alone, you formally prove the key concepts you learned in 1A/B (limit properties, differentiation rules, properties of functions, to name a few). \nThere are analogues of this. 110 (linear algebra) is the formal followup to 54, for instance. Not all upper division classes are entirely proof-based, but most of them do have proofs as a necessary component. \nThe key takeaway is that the first few upper division classes you take will revisit many things you’ve already studied, but from a more formal perspective. After taking those and being exposed to basic proof-writing techniques, you’ll move on to other classes that teach you new things that cannot be taught at the lower division level - 113 (abstract algebra), for example.\nI hope this was helpful in giving you a conceptual idea of what upper division classes look like. Don’t hesitate to ask me questions via email, and have a great Thanksgiving break!']",[None],FALSE,None,21-Nov-2022,05:51 AM,None,LIKELY,None
['https://edstem.org/us/courses/28200/discussion/2120965'],"[""Peer Advisors' Blog: Honors Classes #39""]",['08-Nov-2022 23:45:44.731000Z'],['Rhea Kommerell'],"['This post is for everyone who is wondering whether or not they should try out the honors version of a course - a pretty common question around this time of year!\nLet\'s start with a few reasons why people might take an honors class. Some people have already learned most of the content of a core class, but still need to take it for credit. It might be fun to go above and beyond in your learning, if you have to take the class anyway. Other people are interested in having a smaller class, maybe with more professorial interaction. Another factor some consider is that the homeworks might have fewer, harder problems, and they prefer that.\nIn general, not all honors classes are ""honors"" in the same way - some may not deviate tmuch from the standard class syllabus, but have higher expectations in terms of assignments and exams. Others may go into some bonus topics, especially ones of interest to the professor who\'s teaching. Some honors classes cover quite different material from what is taught in the standard version of the class. Given this variability, it\'s a good idea to have a backup plan if you find you don\'t like the style of your honors class before the add/drop deadline.\nMy personal experience with honors classes has been quite good. They were hard, but not categorically harder than other upper divs I\'ve taken. I took honors classes for fields I was especially interested in, which definitely made the added difficulty less of a burden. I especially loved seeing some nonstandard material that introduced me to fields of math I would otherwise have only seen a lot later in my undergrad career.\nI want to conclude with a word of caution. So far, I\'ve basically only said good things about honors classes. But at a school like Berkeley, probably most of us were used to going for the biggest challenges available to us before we came here. At Berkeley, that just isn\'t sustainable - or we\'d all be taking schedules of exclusively graduate special topics classes! It\'s important to check yourself when you have thoughts like ""I have to take the honors version of everything, or I\'m not trying hard enough."" Lots of great professors teach very worthwhile and challenging non-honors sections of the core classes. Ask yourself what matters more at the end of the day: a positive experience in a class where you feel confident and de-stressed enough to personally engage with the material, or an extra letter on your transcript?\nTl;dr honors classes can be fun, although they vary a lot by professor, but try not to push yourself into doing them if it doesn\'t work for you or ends up stressing you out.']",[None],FALSE,None,08-Nov-2022,11:45 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2045858'],['[INPUT WANTED] What would you like to see from peer advisors? #28'],['27-Oct-2022 23:26:07.158000Z'],['Rhea Kommerell'],"[""Hi everyone!\nBefore the pandemic, one of the features of the Peer Advisors program was their blog, where each peer advisor would occasionally post advice, personal experiences, and various other short-form discussions of life as a math major. This semester, we hope to continue a similar tradition on Ed.\nBut we want to know what y'all want to hear from us! We already have a few ideas, including trying to create an open discussion around anxieties and stress so that we can hopefully see that we're not alone with whatever we are each dealing with, peer advisors sharing unique experiences we have had in some of our classes, and posting suggested course paths for students who aren't sure where to go next in their course schedule.\nPlease let us know in the comments what kinds of posts would be helpful to you. Hope to be talking to some of you more in the future!""]",[None],FALSE,None,27-Oct-2022,11:26 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/1724412'],['Welcome! #1'],['02-Sep-2022 22:57:16.177000Z'],['Vicky Lee'],"['Welcome Current and Intending Math and Applied Math Majors! \nMath 101 is an Ed Discussion space for collaborative, peer-directed conversations about Berkeley Math courses and being a Math or Applied Major at Cal. The department will also use this platform to communicate important updates and information to the undergraduate math community. \nThis is a great place to ask general questions that will benefit the whole Math undergraduate community. We ask that you refrain from asking specific questions about personal questions, and instead make an appointment or drop-in for advising with one of our Mathematics Major Advisors. You can find more information on major advising here, https://math.berkeley.edu/programs/undergraduate/advising. \nHere are some general tips:\nSearch before you post\nHeart questions and answers you find useful\nAnswer questions you feel confident answering\nShare interesting math related content with staff and peers\nFor more information on Ed Discussion, you can refer to the Quick Start Guide.\nMath 101 Culture & Community\nThis discussion space is intended to be a supportive, inclusive, and welcoming community where students can come to ask each other questions and share information. Please be respectful, compassionate, and kind when creating posts and answering questions. \nThank you for helping to maintain our supportive Mathematics community! \nWarmly, \nThe Mathematics UG Advising Team']","['data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4NCjwhLS0gR2VuZXJhdG9yOiBBZG9iZSBJbGx1c3RyYXRvciAxNi4wLjQsIFNWRyBFeHBvcnQgUGx1Zy1JbiAuIFNWRyBWZXJzaW9uOiA2LjAwIEJ1aWxkIDApICAtLT4NCjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+DQo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4Ig0KCSB3aWR0aD0iMjRweCIgaGVpZ2h0PSIyMHB4IiB2aWV3Qm94PSIwIDAgMjQgMjAiIGVuYWJsZS1iYWNrZ3JvdW5kPSJuZXcgMCAwIDI0IDIwIiB4bWw6c3BhY2U9InByZXNlcnZlIj4NCjxnPg0KCTxwYXRoIGZpbGw9Im5vbmUiIHN0cm9rZT0iIzAwMDAwMCIgc3Ryb2tlLW1pdGVybGltaXQ9IjEwIiBkPSJNMjIuOTYzLDE3Ljc3NWMwLDAuNTI2LTAuNDI3LDAuOTUzLTAuOTUzLDAuOTUzSDEuOTE2DQoJCWMtMC41MjYsMC0wLjk1My0wLjQyNy0wLjk1My0wLjk1M1YxLjY4MmMwLTAuNTI2LDAuNDI3LTAuOTUzLDAuOTUzLTAuOTUzSDIyLjAxYzAuNTI2LDAsMC45NTMsMC40MjcsMC45NTMsMC45NTNWMTcuNzc1eiIgdmVjdG9yLWVmZmVjdD0ibm9uLXNjYWxpbmctc3Ryb2tlIi8+Cgk8Zz4NCgkJPGxpbmUgZmlsbD0ibm9uZSIgc3Ryb2tlPSIjMDAwMDAwIiBzdHJva2UtbWl0ZXJsaW1pdD0iMTAiIHgxPSI5LjIxOCIgeTE9IjcuMTU4IiB4Mj0iMTQuNTI3IiB5Mj0iMTIuNDY3IiB2ZWN0b3ItZWZmZWN0PSJub24tc2NhbGluZy1zdHJva2UiLz4KCQk8bGluZSBmaWxsPSJub25lIiBzdHJva2U9IiMwMDAwMDAiIHN0cm9rZS1taXRlcmxpbWl0PSIxMCIgeDE9IjkuMjE4IiB5MT0iMTIuNDY3IiB4Mj0iMTQuNTI3IiB5Mj0iNy4xNTgiIHZlY3Rvci1lZmZlY3Q9Im5vbi1zY2FsaW5nLXN0cm9rZSIvPgoJPC9nPg0KPC9nPg0KPC9zdmc+DQo=']",FALSE,None,02-Sep-2022,10:57 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/5166167'],"[""Is it too late to apply to be an ASE for Fall '24? #348""]",['19-Aug-2024 20:42:52.691000Z'],['Frederick Dehmel'],"['If not, do you think I should apply through the online ASE application, or should I email the specific classes that I am interested in helping out with if there are any last minute openings?\nThanks.']",[None],FALSE,None,19-Aug-2024,08:42 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/5106196'],['Rate the student above you’s schedule on “doability” #340'],['17-Jul-2024 20:30:32.172000Z'],['Charles Tao (chikorita)'],"['UPDATE: Incentive since nobody is willing to play this game. If you reply until July 19, 2024, you get the link to my YouTube channel... you know what this means! Also, changing the post to General in an attempt to get a larger audience.\nHello, undergraduate mathematics majors!\nLet us play a fun game now that it is course enrollment season for Fall 2024.\nI like to call it rate the student above you’s schedule on “doability”.\nThe way it works is simple. Rate the schedule on a scale from 1 to 10 belonging to the student above you on “doability” (I.e. whether it is possible to do this schedule without having a mid-semester breakdown). Optionally, suggest additional classes. I will start.\nMathematics 110 (core major), Statistics 134 (elective major), and Education W140AC (American Cultures).\nThe advantages of this game are many; we can help each other plan schedules that best fit our individual needs and receive useful feedback. Therefore, I advise the moderators strongly not to delete this post, though a sticky might be helpful.']",[None],FALSE,Not Applicable,17-Jul-2024,08:30 PM,Not Specified,FALSE,None
['https://edstem.org/us/courses/28200/discussion/4972962'],['Requirements for Math 54 in order to declare the Applied Mathematics minor #325'],['19-May-2024 06:29:23.514000Z'],['Vivian Tran'],['l was interested in applying for the applied math minor and wanted to ask about the Math 54 requirement. My class plan for fall does not fit in line with the Math 54 class availabilities and I was wondering if I would be able to replace Math 54 by taking Math 56 and taking a differential equations class at a community college. Please let me know if this pathway would fit into the requirements for Math 54 and if I would be able to apply for the minor! '],[None],FALSE,None,19-May-2024,06:29 AM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/4949574'],['Math 110/ Math 113 Summer 2024 #323'],['13-May-2024 02:07:26.055000Z'],['Aditya Iyer'],['Is there a possibility that these classes are recorded? '],[None],FALSE,None,13-May-2024,02:07 AM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/4685847'],['Summer 2024 Instructors for Math 104 / Possibility of Taking a 1-Week Research OP during summer 104 #296'],['03-Apr-2024 18:47:36.208000Z'],['Timothy Bergal'],"[""When will the names of the instructors teaching Math 104 over the summer be released? I'm asking because I've been offered a 1-week long summer research opportunity out of state during July 8-12, and I've also signed up to take Math 104 over the summer. If there is an in-person exam during that time frame, I probably wouldn't be able to go to the research opportunity (if I'm taking 104). Are online exams typically offered for the class? Also, has the schedule for summer 104 been determined yet, or is this something that I'd have to ask the instructor about?\nEdit: resolved""]",[None],FALSE,None,08-Jul-2024,Not Specified,Not Specified,FALSE,None
['https://edstem.org/us/courses/28200/discussion/4208145'],['Student-founded startup: Apply to Gravidy! #255'],['28-Jan-2024 20:54:13.954000Z'],['Daniel Tsan'],"['Hey everyone, just sharing a quick blurb from Gravidy! Please consider applying if you\'re interested in startups, machine learning, or app development!\nHello, Gravidy here!\nWelcome to Gravidy – it\'s a new online venue for creative entertainment with an innovative user experience and recommendation algorithm built to return agency to users and reduce creator burn-out. We\'re setting out to change the way entertainment is presented online for the better, so we can say ""goodbye"" to doom-scrolling and say ""hello again"" to our favorite content creators.\nWe are an incorporation of 20+ student-entrepreneurs from UC Berkeley, Stanford, Columbia, and Boston University. Featured in Berkeley Poets & Quants as the ""Most Disruptive Startup,"" we are expanding rapidly and looking for innovative thinkers and passionate workers to join our team.\nWe are building Gravidy to establish social entertainment by taking on social media\'s greatest threats and introducing a novel, seamless feedback UX built to return agency to users and reduce creator burn-out. \nIf the above sounds interesting to you, you should consider applying via the form below. Feel free to share this with other organizations!\nApplication Form\nIf you have any questions, feel free to email inquiries@gravityplatforms.com.']",[None],FALSE,None,28-Jan-2024,08:54 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/3490630'],"['Apply to Gravidy, a student-founded startup #178']",['24-Sep-2023 19:16:29.363000Z'],['Daniel Tsan'],"['Hello, Gravidy here!\nWelcome to Gravidy––it\'s a new online venue for creative entertainment with an innovative user experience and recommendation algorithm built to return agency to users and reduce creator burn-out. We\'re setting out to change the way entertainment is presented online for the better, so we can say ""goodbye"" to doom-scrolling and say ""hello again"" to our favorite content creators.\nOur soft launch will be before the end of this year, and we need more help with all of the impactful research and development we\'re doing. \nOur team is based in UC Berkeley but includes passionate students from Stanford, Boston College, Boston University, USC, & Columbia. If you\'re interested in thinking about large systems while also rapidly learning and doing targeted work, you should consider applying via the form below.\nApplication Form\nIf you have any questions, feel free to email inquiries@gravityplatforms.com.\nCheck us out in these articles:\n2022 Most Disruptive Business School Startups: Gravity Platforms, UC Berkeley (Haas)\nInno Under 25: Jolene Huey and Kevin Gillespie of Gravity Platforms']","['data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0idXRmLTgiPz4NCjwhLS0gR2VuZXJhdG9yOiBBZG9iZSBJbGx1c3RyYXRvciAxNi4wLjQsIFNWRyBFeHBvcnQgUGx1Zy1JbiAuIFNWRyBWZXJzaW9uOiA2LjAwIEJ1aWxkIDApICAtLT4NCjwhRE9DVFlQRSBzdmcgUFVCTElDICItLy9XM0MvL0RURCBTVkcgMS4xLy9FTiIgImh0dHA6Ly93d3cudzMub3JnL0dyYXBoaWNzL1NWRy8xLjEvRFREL3N2ZzExLmR0ZCI+DQo8c3ZnIHZlcnNpb249IjEuMSIgaWQ9IkxheWVyXzEiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyIgeG1sbnM6eGxpbms9Imh0dHA6Ly93d3cudzMub3JnLzE5OTkveGxpbmsiIHg9IjBweCIgeT0iMHB4Ig0KCSB3aWR0aD0iMjRweCIgaGVpZ2h0PSIyMHB4IiB2aWV3Qm94PSIwIDAgMjQgMjAiIGVuYWJsZS1iYWNrZ3JvdW5kPSJuZXcgMCAwIDI0IDIwIiB4bWw6c3BhY2U9InByZXNlcnZlIj4NCjxnPg0KCTxwYXRoIGZpbGw9Im5vbmUiIHN0cm9rZT0iIzAwMDAwMCIgc3Ryb2tlLW1pdGVybGltaXQ9IjEwIiBkPSJNMjIuOTYzLDE3Ljc3NWMwLDAuNTI2LTAuNDI3LDAuOTUzLTAuOTUzLDAuOTUzSDEuOTE2DQoJCWMtMC41MjYsMC0wLjk1My0wLjQyNy0wLjk1My0wLjk1M1YxLjY4MmMwLTAuNTI2LDAuNDI3LTAuOTUzLDAuOTUzLTAuOTUzSDIyLjAxYzAuNTI2LDAsMC45NTMsMC40MjcsMC45NTMsMC45NTNWMTcuNzc1eiIgdmVjdG9yLWVmZmVjdD0ibm9uLXNjYWxpbmctc3Ryb2tlIi8+Cgk8Zz4NCgkJPGxpbmUgZmlsbD0ibm9uZSIgc3Ryb2tlPSIjMDAwMDAwIiBzdHJva2UtbWl0ZXJsaW1pdD0iMTAiIHgxPSI5LjIxOCIgeTE9IjcuMTU4IiB4Mj0iMTQuNTI3IiB5Mj0iMTIuNDY3IiB2ZWN0b3ItZWZmZWN0PSJub24tc2NhbGluZy1zdHJva2UiLz4KCQk8bGluZSBmaWxsPSJub25lIiBzdHJva2U9IiMwMDAwMDAiIHN0cm9rZS1taXRlcmxpbWl0PSIxMCIgeDE9IjkuMjE4IiB5MT0iMTIuNDY3IiB4Mj0iMTQuNTI3IiB5Mj0iNy4xNTgiIHZlY3Rvci1lZmZlY3Q9Im5vbi1zY2FsaW5nLXN0cm9rZSIvPgoJPC9nPg0KPC9nPg0KPC9zdmc+DQo=']",FALSE,None,24-Sep-2023,07:16 PM,UC Berkeley,FALSE,None
['https://edstem.org/us/courses/28200/discussion/3487566'],['Major Planning Worksheet #177'],['24-Sep-2023 00:36:56.706000Z'],['So Park'],"[""I've seen other majors' planning worksheet with built in drop down menus, and I was wondering if there is one for math major!""]",[None],FALSE,Not Applicable,24-Sep-2023,12:36 AM,Not Specified,FALSE,None
['https://edstem.org/us/courses/28200/discussion/3321322'],['ASE Application Result #156'],['12-Aug-2023 03:42:04.235000Z'],['Richard Zhuang'],"[""On a previous email it says that results for reader position application will be released this week. Any updates on that? I haven't received any emails yet...""]",[None],FALSE,None,12-Aug-2023,03:42 AM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/3089997'],['Econ/Math 103 #139'],['07-May-2023 20:56:00.201000Z'],['Andrew Park'],"['If anyone is taking econ/math 103, could you tell me what the midterm is out of in points? For example, I see midterm 1 part 1: x and midterm 1 part 2: y. What are these x and y out of in points?']",[None],FALSE,None,07-May-2023,08:56 PM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2382544'],['Reader/uGSI Application Status #62'],['13-Jan-2023 02:01:43.489000Z'],['Ryota Inagaki'],['Does anyone know if decisions for Spring 2023 reader/uGSI applications have been made? '],[None],FALSE,None,13-Jan-2023,02:01 AM,None,FALSE,None
['https://edstem.org/us/courses/28200/discussion/2334012'],['Jobs at a SF startup #58'],['14-Dec-2022 21:53:13.604000Z'],['Kenneth Ribet'],"['This post is about Sunscreen, a cloud computing startup in the City that was founded by a recent Berkeley math major, Ravital Solomon, and a business partner from Oxford, UK.  The article https://techcrunch.com/2022/07/18/crypto-blockchain-web3-privacy-cryptography-fully-homomorphic-encryption-startup-sunscreen/ describes the company as working on a ""niche cryptographic technique.""  My understanding is that they\'re implementing and hope to commercialize fully homomorphic encryption.\nRavital is in Berkeley this week and told me that Sunscreen is hiring.  Math students who wish to be considered for a position (either now or after graduation) can write to her directly at ravital[at]sunscreen.tech .']",[None],FALSE,Not Applicable,14-Dec-2022,Not Specified,"Berkeley, CA",FALSE,None
